|User|Date Created|Number of Likes|Source of Tweet|Tweet|extract|text_clean
0|Olgamorel19|2022-10-22 00:20:28+00:00|1|Twitter for iPhone|Buenas noches https://t.co/7TBZqUqTLj|main|buenas noches
1|Olgamorel19|2022-10-21 00:40:44+00:00|5|Twitter for iPhone|Buenas noches https://t.co/WHCgohOpDl|main|buenas noches
2|Olgamorel19|2022-10-20 13:14:57+00:00|5|Twitter for iPhone|Buenos días https://t.co/LVQxI2UGB5|main|buenos días
3|Olgamorel19|2022-10-20 13:13:04+00:00|4|Twitter for iPhone|Buenos días https://t.co/tWX0vbwX7R|main|buenos días
4|Olgamorel19|2022-10-20 02:14:46+00:00|3|Twitter for iPhone|Buenas noches https://t.co/GwDgJi96aU|main|buenas noches
5|Olgamorel19|2022-10-19 03:20:48+00:00|1|Twitter for iPhone|@nuriapiera No Solamente la Bandera Cuando la policía vea esos Haitianos Bañarse desnudó y defecando en las Calles deberían de llevarlos al manicomio y dejarlos por el resto de sus vida|main|solamente bandera policía vea haitianos bañarse desnudó defecando calles deberían llevarlos manicomio dejarlos resto vida
6|Olgamorel19|2022-10-19 01:21:25+00:00|1|Twitter for iPhone|Buenas noches https://t.co/xEb9kLAaJj|main|buenas noches
7|Olgamorel19|2022-10-18 12:56:42+00:00|3|Twitter for iPhone|Buenos días https://t.co/atMtZm4pyq|main|buenos días
8|Olgamorel19|2022-10-18 12:55:12+00:00|6|Twitter for iPhone|Buenos días https://t.co/lOwsyssMwo|main|buenos días
9|Olgamorel19|2022-10-18 04:31:19+00:00|2|Twitter for iPhone|@HRCC07 @LeoMarr04240289 @luisabinader @nuriapiera @jochivicente @DiarioLibre @ListinDiario Jajajajajajaja párese que en mi querida patria Todavía están Creyendo en una persona que en su Candidatura les Mintió los Dominicanos tendrán que Salir todos a bañarse Con agua bien Salada porque les Cayeron los palitos Con todos estos presidentes que se gastan.|main|jajajajajajaja párese querida patria todavía creyendo persona candidatura mintió dominicanos salir bañarse agua bien salada cayeron palitos presidentes gastan
10|Olgamorel19|2022-10-18 04:23:37+00:00|0|Twitter for iPhone|@JosePeraltaVil1 Abinader si no pude hablar tendrás que Comprarse un perro negro con las Colas Blancas.|main|abinader si pude hablar comprarse perro negro colas blancas
11|Olgamorel19|2022-10-18 04:20:51+00:00|1|Twitter for iPhone|@JosePeraltaVil1 Si no pude hablar que deje la presidencia y problema resuelto .|main|si pude hablar deje presidencia problema resuelto
12|Olgamorel19|2022-10-18 03:36:46+00:00|4|Twitter for iPhone|Buenas noches https://t.co/hcXom0SVxi|main|buenas noches
13|Olgamorel19|2022-10-17 23:08:26+00:00|9|Twitter for iPhone|@VinicioSenador @RobalsdqAlvarez Abinader con la boca serrada porque no les Explica al pueblo Dominicano a que fueron esos militares a la fronteras?|main|abinader boca serrada explica pueblo dominicano militares fronteras
14|Olgamorel19|2022-10-17 23:02:26+00:00|0|Twitter for iPhone|@Alvi23 Ramfis presidente para Sacar todo este grajo y pestilencia RD Olor a ajo podrido https://t.co/jq7KrcM8gA|main|ramfis presidente sacar grajo pestilencia rd olor ajo podrido
15|Olgamorel19|2022-10-17 14:16:05+00:00|4|Twitter for iPhone|Buenos días https://t.co/YnwI9bEtau|main|buenos días
16|Olgamorel19|2022-10-17 14:13:39+00:00|6|Twitter for iPhone|Buenos días https://t.co/X8NlGxEeY3|main|buenos días
17|Olgamorel19|2022-10-17 01:19:49+00:00|2|Twitter for iPhone|@DannyElFu3taso @PatriotasDomi Mándela para Haití para que lleve la buena vida que lleva esta Buena para nada Cara de Borracha|main|mándela haití lleve buena vida lleva buena cara borracha
18|Olgamorel19|2022-10-17 01:02:44+00:00|2|Twitter for iPhone|Buenas noches https://t.co/85iyncPIvZ|main|buenas noches
19|Olgamorel19|2022-10-16 01:36:10+00:00|3|Twitter for iPhone|Buenas noches https://t.co/daEro4VRXU|main|buenas noches
20|Olgamorel19|2022-10-15 14:19:52+00:00|5|Twitter for iPhone|Buenos días https://t.co/RiTfYVe1oX|main|buenos días
21|nuriapiera|2022-10-22 02:06:07+00:00|10|dlvr.it|Insistencia de Abinader por ayuda a Haití, por fin despierta interés de gobernantes de otras naciones https://t.co/3rNaywW8vT #NDigital https://t.co/R9Z5NjjG4T|rendered|insistencia abinader ayuda haití fin despierta interés gobernantes naciones ndigital
22|nuriapiera|2022-10-22 02:06:04+00:00|5|dlvr.it|Apresan banda que robó en academia de béisbol Orioles de Baltimore a dos meses del hecho https://t.co/2INtWGzlie #NDigital https://t.co/3zU8sO4wC3|rendered|apresan banda robó academia béisbol orioles baltimore dos meses hecho ndigital
23|nuriapiera|2022-10-22 01:58:03+00:00|3|dlvr.it|“Abajo la ocupación extranjera”, con esta consigna protestan en Haití por sanciones de la ONU https://t.co/NqCCaUFh7J #NDigital https://t.co/ppPNI9EQIM|rendered|abajo ocupación extranjera consigna protestan haití sanciones onu ndigital
24|nuriapiera|2022-10-22 01:50:02+00:00|8|dlvr.it|Netflix prepara la serie “Cien años de soledad”, la novela de Gabriel García Márquez https://t.co/svZclBk8sY #NDigital|rendered|netflix prepara serie cien años soledad novela gabriel garcía márquez ndigital
25|nuriapiera|2022-10-22 01:43:34+00:00|2|dlvr.it|La deuda externa de Nicaragua es del 103% de su PIB https://t.co/5rwBAWH4es #NDigital https://t.co/0XMZaS1WlA|rendered|deuda externa nicaragua 103 pib ndigital
26|nuriapiera|2022-10-22 01:21:34+00:00|6|dlvr.it|Musk evalúa despedir el 75% de la plantilla de Twitter luego de su compra https://t.co/owIVvt22Hq #NDigital https://t.co/Ll1wAkVuO1|rendered|musk evalúa despedir 75 plantilla twitter luego compra ndigital
27|nuriapiera|2022-10-22 01:07:03+00:00|17|dlvr.it|Vehículo que atropelló a agregado militar y aéreo de México en RD, pertenece a Pasaporte https://t.co/czZBXePBLw #NDigital https://t.co/HKyaTwnl0n|rendered|vehículo atropelló agregado militar aéreo méxico rd pertenece pasaporte ndigital
28|nuriapiera|2022-10-22 00:45:05+00:00|15|dlvr.it|Asaltantes cargaron con casi 5 millones en atraco a la Asociación Mocana en Santiago https://t.co/YHpBp5Gdys #NDigital https://t.co/zQAYoGEF9V|rendered|asaltantes cargaron casi 5 millones atraco asociación mocana santiago ndigital
29|nuriapiera|2022-10-21 23:57:04+00:00|14|dlvr.it|MP sobre caso antipulpo: adjudicaciones en Edeeste obedecieron a entrega de sobornos a funcionarios https://t.co/k5QSLWhcAW #NDigital https://t.co/VFkLzaZyo7|rendered|mp caso antipulpo adjudicaciones edeeste obedecieron entrega sobornos funcionarios ndigital
30|nuriapiera|2022-10-21 23:34:03+00:00|15|dlvr.it|Boris Johnson habría salido de República Dominicana en vuelo comercial https://t.co/ST6csZPJeO #NDigital https://t.co/YV1wnWdpqO|rendered|boris johnson salido república dominicana vuelo comercial ndigital
31|nuriapiera|2022-10-21 23:26:05+00:00|8|dlvr.it|Canciller valora resolución de la ONU sobre Haití; dice Gobierno dominicano cumplirá para que se implemente efectivamente https://t.co/NRU5Vi5RFs #NDigital https://t.co/szYxyQ2W60|rendered|canciller valora resolución onu haití dice gobierno dominicano cumplirá implemente efectivamente ndigital
32|nuriapiera|2022-10-21 22:44:27+00:00|78|Twitter Web App|Reducen horario de expendio bebidas en Santo Domingo Norte https://t.co/pd4PC35acd #NDigital https://t.co/2VgC5lrJjj|rendered|reducen horario expendio bebidas santo domingo norte ndigital
33|nuriapiera|2022-10-21 21:46:39+00:00|3|dlvr.it|El país creció 5.4% interanual entre enero y septiembre, dice el Banco Central  https://t.co/vD0gzy4BEE #NDigital https://t.co/qIEiQD0H4b|rendered|país creció 5 4 interanual enero septiembre dice banco central ndigital
34|nuriapiera|2022-10-21 21:46:37+00:00|12|dlvr.it|Joaquín “El Chapo” Guzmán pide a tribunal anular su sentencia o realizar nuevo juicio https://t.co/31ChucD7Jz #NDigital https://t.co/e3cYACXFoY|rendered|joaquín chapo guzmán pide tribunal anular sentencia realizar nuevo juicio ndigital
35|nuriapiera|2022-10-21 21:39:09+00:00|17|dlvr.it|Diputado PLD asegura ministro de Interior y Policía no debe estar en el cargo por “incompetente”; responsabiliza al gobierno https://t.co/sG5c64rnYr #NDigital https://t.co/EWgARxhc8D|rendered|diputado pld asegura ministro interior policía debe cargo incompetente responsabiliza gobierno ndigital
36|nuriapiera|2022-10-21 21:35:52+00:00|101|Twitter Web App|"Fanáticos de Bad Bunny ya hacen presencia en el Estadio Olímpico.
Algunos ya se posicionaron en su fila correspondiente.#NDigital https://t.co/qujIpaLtYd"|rendered|fanáticos bad bunny hacen presencia estadio olímpico posicionaron fila correspondiente ndigital
37|nuriapiera|2022-10-21 20:49:06+00:00|11|dlvr.it|Acusado de matar a su pareja de 351 puñaladas volverá a prisión preventiva tras intenta sustraer evidencias del caso https://t.co/GjYJQwM8ca #NDigital https://t.co/90vvPwPvkn|rendered|acusado matar pareja 351 puñaladas volverá prisión preventiva tras intenta sustraer evidencias caso ndigital
38|nuriapiera|2022-10-21 20:19:36+00:00|10|dlvr.it|N digital se vacuna contra la influenza https://t.co/e2QPPH8lsD #NDigital https://t.co/c3skkoLJHr|rendered|n digital vacuna influenza ndigital
39|nuriapiera|2022-10-21 20:06:04+00:00|6|dlvr.it|Recomiendan eliminar el test de covid de los requisitos para entrar a Paraguay https://t.co/HWs9emSzlI #NDigital https://t.co/O7068cwsIF|rendered|recomiendan eliminar test covid requisitos entrar paraguay ndigital
40|nuriapiera|2022-10-21 19:44:04+00:00|15|dlvr.it|EE.UU. está “muy preocupado” por el aumento de cultivos de coca en Colombia https://t.co/HvLgYbtNrv #NDigital https://t.co/Gmz0pZoOTg|rendered|ee uu preocupado aumento cultivos coca colombia ndigital
41|nuriapiera|2022-10-21 19:36:06+00:00|4|dlvr.it|Alberto Fernández pide que se investigue a grupo que amenazó a vicepresidenta https://t.co/49KXVhvPGq #NDigital https://t.co/gYkKItIFnm|rendered|alberto fernández pide investigue grupo amenazó vicepresidenta ndigital
42|HRCC07|2022-10-22 02:18:58+00:00|0|Twitter for iPhone|"@bolivarvixxen @Carlos_HdezTV03 Ya usted lo acaba de decir, ahí lo pone claro.
Ahora usted va a negar lo que el pueblo haitiano pregona y coloca en su escudo y Bandera"|rendered|hdeztv03 usted acaba decir ahí pone claro ahora usted va negar pueblo haitiano pregona coloca escudo bandera
43|HRCC07|2022-10-22 02:17:01+00:00|0|Twitter for iPhone|"@luislissandrog1 @PLDenlinea @PRM_Oficial Esa vaina de Abelistas me huele a los mismos grupos que se crearon como Leonelista y Danilistas, eso jodio al PLD como partido y lo llevó a la división, lo sacó del poder y al parecer no lo han entendido.

Suelten eso y asuman ser PLDistas ."|rendered|oficial vaina abelistas huele mismos grupos crearon leonelista danilistas jodio pld partido llevó división sacó poder parecer entendido suelten asuman ser pldistas
44|HRCC07|2022-10-22 02:06:38+00:00|0|Twitter for iPhone|@bolivarvixxen @Carlos_HdezTV03 Así es o usted lo niega. https://t.co/nUr661TZSv|rendered|hdeztv03 así usted niega
45|HRCC07|2022-10-22 02:02:11+00:00|0|Twitter for iPhone|"@Alberto22176985 Es que la razón no es mía, es del MP y la PGR “independiente” que lo dice o no es cierto que los cabecillas del caso Falcón financiaron políticos del PRM según su MP
Es falso que Miguel Gutiérrez financió él solo la campaña del PRM y Abinader en la circunscripción 1
¿Es falso? https://t.co/QHdP4toXJW"|rendered|razón mp pgr independiente dice cierto cabecillas caso falcón financiaron políticos prm según mp falso miguel gutiérrez financió solo campaña prm abinader circunscripción 1 falso
46|HRCC07|2022-10-22 01:49:20+00:00|3|Twitter for iPhone|"Alguien sabe por qué Abinader no destituye a Chu Pilatos.

Diga usted, sería bueno que del pueblo salga la petición de que a Chu Pilatos no lo dejen un día más.

¿Y usted que dice? https://t.co/wetpeFaCbr"|rendered|alguien sabe abinader destituye chu pilatos diga usted bueno pueblo salga petición chu pilatos dejen día usted dice
47|HRCC07|2022-10-22 01:29:35+00:00|0|Twitter for iPhone|"@Alberto22176985 Según el cristal con que usted mira.
Yo veo un gobierno que llegó al poder financiado por el dinero del lavado del Narcotrafico como nunca antes se había visto"|rendered|según cristal usted mira veo gobierno llegó poder financiado dinero lavado narcotrafico nunca visto
48|HRCC07|2022-10-22 01:28:27+00:00|1|Twitter for iPhone|@BarbaraDelgad14 @marizan_rafael 🤣🤣🤣🤣|rendered|rafael
49|HRCC07|2022-10-22 01:27:43+00:00|0|Twitter for iPhone|@joelbatista109 En muchas otras cosas más, este gobierno abusa obligando a la gente a aceptar sus imposiciones o de lo contrario deben elegir entre Plata o plomo|rendered|muchas cosas gobierno abusa obligando gente aceptar imposiciones contrario deben elegir plata plomo
50|HRCC07|2022-10-22 01:25:14+00:00|0|Twitter for iPhone|"@HeracritoP @VladimirVargasM Claro que es histórico, ningún otro gobierno había tenido tantos funcionarios destituidos en tan poco tiempo, pero el colmo de eso es que Abinader prometió en su toma de posesión que destituiría y sometería a quién se equivoque con el dinero del pueblo.
Diga usted a quien sometió https://t.co/YyVCOgxd9m"|rendered|claro histórico ningún gobierno tantos funcionarios destituidos tan tiempo colmo abinader prometió toma posesión destituiría sometería quién equivoque dinero pueblo diga usted sometió
51|HRCC07|2022-10-22 00:47:35+00:00|2|Twitter for iPhone|@Carlos_HdezTV03 Pero y Then|rendered|hdeztv03 then
52|HRCC07|2022-10-22 00:44:45+00:00|0|Twitter for iPhone|@DuamelHernndez1 Creen que engañan al pueblo|rendered|creen engañan pueblo
53|HRCC07|2022-10-22 00:43:51+00:00|1|Twitter for iPhone|@LunaTVRD Cojan su cambio tranquilo que ustedes lo subieron|rendered|cojan cambio tranquilo ustedes subieron
54|HRCC07|2022-10-22 00:42:51+00:00|5|Twitter for iPhone|Los delincuentes están haciendo su diciembre en octubre https://t.co/ckyn39DYkH|rendered|delincuentes haciendo diciembre octubre
55|HRCC07|2022-10-22 00:35:58+00:00|2|Twitter for iPhone|La deuda https://t.co/IDFahsNICQ|rendered|deuda
56|HRCC07|2022-10-22 00:35:22+00:00|7|Twitter for iPhone|"Vean aquí como encueran ante el país a Chu Pilatos, quien no permito que el jefe de la policía, Then Quitipo fuera al congreso a dar cuentas, en cambio se presentó en su lugar, alegando que él era su superior y por eso fue a dar explicación en su lugar.
Son mentirosos compulsivos https://t.co/1RjpHg0LG5"|rendered|vean aquí encueran país chu pilatos permito jefe policía then quitipo congreso dar cuentas cambio presentó lugar alegando superior dar explicación lugar mentirosos compulsivos
57|HRCC07|2022-10-22 00:08:00+00:00|9|Twitter for iPhone|Veo a todos los PRMistas hablado de Abel ¿Que fue lo qué pasó? No entiendo. https://t.co/a3ZrfnVkdO|rendered|veo prmistas hablado abel pasó entiendo
58|HRCC07|2022-10-22 00:06:38+00:00|0|Twitter for iPhone|@eadecena @andrescueto01 Así es|rendered|así
59|HRCC07|2022-10-22 00:05:00+00:00|1|Twitter for iPhone|@angelca78307733 Aquí su análisis # https://t.co/kD8OZN1UXH|rendered|aquí análisis
60|HRCC07|2022-10-22 00:01:35+00:00|0|Twitter for iPhone|No se diga más https://t.co/75TW21hXDe|rendered|diga
61|HRCC07|2022-10-21 23:59:12+00:00|3|Twitter for iPhone|"@pelegrinc @Sumoroutlet Esto será otro engaño más de Abinader y su gobierno, mientras cada día vemos más haitianos en nuestro territorio y nadie hace nada.
Una frontera porosa y abierta de par en par, es la garantía para la unificación de la isla con invasión pacífica y calculada.

Nos jodimos"|rendered|engaño abinader gobierno mientras cada día vemos haitianos territorio nadie hace frontera porosa abierta par par garantía unificación isla invasión pacífica calculada jodimos
62|HRCC07|2022-10-21 23:49:05+00:00|16|Twitter for iPhone|"Una verdad que todos saben y que muchos PRMistas aceptan pero viven resignados.
Este es un gobierno de transición y Abel Martinez llegó el domingo y ya la gente sabe y siente que hasta podría llevarse este desastre y desorden de gobierno en la 1er vuelta. https://t.co/V5ostMaaIG"|rendered|verdad saben prmistas aceptan viven resignados gobierno transición abel martinez llegó domingo gente sabe podría llevarse desastre desorden gobierno 1er vuelta
63|LeoMarr04240289|2022-10-22 00:25:28+00:00|0|Twitter for Android|@OmarLFernandez @LeonelFernandez @margaritacdf Excusame de nuevo, muchas bendiciones.|rendered|excusame nuevo muchas bendiciones
64|LeoMarr04240289|2022-10-21 01:55:38+00:00|0|Twitter for Android|@chuvasquez Estamos cansado de ustedes por engañar al pais en todos los sentidos abusadores.|rendered|cansado ustedes engañar pais abusadores
65|LeoMarr04240289|2022-10-21 01:48:41+00:00|0|Twitter for Android|@HomeroFigueroaG Increíble que abuso de este gobierno como ha entregado este pais 😡 por eso seran sacado del poder.|rendered|increíble abuso gobierno entregado pais seran sacado poder
66|LeoMarr04240289|2022-10-20 21:20:36+00:00|0|Twitter for Android|@donfelixSPM Pero ya mismo|rendered|mismo
67|LeoMarr04240289|2022-10-20 21:19:58+00:00|2|Twitter for Android|@julietatejada @VinicioSenador @FPcomunica @LeonelFernandez Asi es todos mi apoyo desde la distancia|rendered|asi apoyo distancia
68|LeoMarr04240289|2022-10-20 19:31:15+00:00|0|Twitter for Android|@donfelixSPM 🥒🥦🥬 después de eso se acabaron los molondrones en el mercado.|rendered|después acabaron molondrones mercado
69|LeoMarr04240289|2022-10-19 23:47:58+00:00|0|Twitter for Android|@Ismailin_as 😂🤣😂🤣🤣 que maldito chiste mas agrio|rendered|as maldito chiste mas agrio
70|LeoMarr04240289|2022-10-19 23:45:02+00:00|0|Twitter for Android|@Haitienesp Pero y en todos los casos de ustedes donde estan los Twitter que hasta en la embajada entraron coñaso 😡 por eso es que en ningun pais lo quieren por salvaje que son por  naturaleza ustedes son asi salvaje en america nadie lo quiere en su territorio.|rendered|casos ustedes estan twitter embajada entraron coñaso ningun pais quieren salvaje naturaleza ustedes asi salvaje america nadie quiere territorio
71|LeoMarr04240289|2022-10-19 15:42:04+00:00|0|Twitter for Android|@SusanaGautreau favor de preguntar a don frank rainieri que opina de la cantidad de haitianos en punta cana si se puede por favor|rendered|favor preguntar don frank rainieri opina cantidad haitianos punta cana si puede favor
72|LeoMarr04240289|2022-10-19 15:24:42+00:00|0|Twitter for Android|@YancenPujols Francona se comio como 100 caja 📦 de chicles|rendered|francona comio 100 caja chicles
73|LeoMarr04240289|2022-10-19 01:08:55+00:00|0|Twitter for Android|@Manuelrojasrod Bla bla bla y bulto es eso.|rendered|bla bla bla bulto
74|LeoMarr04240289|2022-10-19 01:05:14+00:00|1|Twitter for Android|@Luismaura1355M @luisabinader Pero estoy esperando al hermano de danilo y que han hecho.|rendered|esperando hermano danilo hecho
75|LeoMarr04240289|2022-10-19 01:02:47+00:00|0|Twitter for Android|@JoseLui46608121 El tema haitianos lo sacara del poder|rendered|tema haitianos sacara poder
76|LeoMarr04240289|2022-10-19 01:00:14+00:00|1|Twitter for Android|@ManuelValdezRD1 @chuvasquez @MinInteriorRD @PoliciaRD @luisabinader @PresidenciaRD Si fueran haitianos hace rato hubieran dado declaraciones.|rendered|si haitianos hace rato dado declaraciones
77|LeoMarr04240289|2022-10-19 00:59:07+00:00|0|Twitter for Android|@iluminadam10 seria bueno buscar los recursos de los ultimos 4 años y el dijo que la fundación tiene 20 años seria bueno ver cual ha sido el monto total en eso 20 años|rendered|seria bueno buscar recursos ultimos 4 años dijo fundación 20 años seria bueno ver sido monto total 20 años
78|LeoMarr04240289|2022-10-19 00:57:12+00:00|0|Twitter for Android|@iluminadam10 Todos mi apoyo para iluminada, una  mujer recta y una gran profesional creo que el señor @matiasboschc debio de escuchar su comentario antes de la replica no queria dar detalles de los recursos @jesusnova06 @HectorRPimentel @aguzmanthen|rendered|apoyo iluminada mujer recta gran profesional creo señor debio escuchar comentario replica queria dar detalles recursos
79|LeoMarr04240289|2022-10-19 00:36:34+00:00|1|Twitter for Android|@JoseLui46608121 @start_over1 @MDefensaRD @luisabinader Claro que no patria oh muerte 🇩🇴🇩🇴|rendered|over1 claro patria oh muerte
80|LeoMarr04240289|2022-10-19 00:35:04+00:00|0|Twitter for Android|@start_over1 @JoseLui46608121 @MDefensaRD @luisabinader No estoy acuerdo porque no podemos caer en el lugar de los haitianos todas bandera es sagrada y hay que respetarla eso lo pueden usar en contras de nosotros en redes para hacerse la víctima como siempre lo hacen los haitianos.|rendered|over1 acuerdo podemos caer lugar haitianos todas bandera sagrada respetarla pueden usar contras redes hacerse víctima siempre hacen haitianos
81|LeoMarr04240289|2022-10-18 20:27:22+00:00|5|Twitter for Android|@SusanaGautreau Que vamos hacer con feliz bautista que quiere que su pueblo siga en la pobreza|rendered|vamos hacer feliz bautista quiere pueblo siga pobreza
82|LeoMarr04240289|2022-10-18 19:11:46+00:00|0|Twitter for Android|@hgomez27 Muy de acuerdo|rendered|acuerdo
83|LeoMarr04240289|2022-10-18 14:36:33+00:00|0|Twitter for Android|@juvenalbrenes La primera es la de matia bosch que de los impuestos del pueblo le dan 12 millones al años para que actue en contra de la patria.|rendered|primera matia bosch impuestos pueblo dan 12 millones años actue patria
84|luisabinader|2022-10-19 15:43:14+00:00|608|Twitter Media Studio|Programas De Impacto Del Sistema Educativo. https://t.co/MRptfBidTY|rendered|programas impacto sistema educativo
85|luisabinader|2022-10-15 23:51:59+00:00|1342|Twitter for iPhone|My deepest condolences to all the families of the workers that lost their lives and were injured in the Amasra coal mine explosion. Our country stands by the Turkish people and President @RTErdogan in these difficult times.|rendered|my deepest condolences to all the families of the workers that lost their lives and were injured in the amasra coal mine explosion our country stands by the turkish people and president in these difficult times
86|luisabinader|2022-10-13 00:43:57+00:00|464|Twitter for iPhone|Gozamos de un clima de estabilidad institucional, económica y social que pocos países pueden exhibir en la región en estos momentos. Somos una apuesta segura para disfrutar, invertir y generar oportunidades de futuro. #EstoEsCambio|rendered|gozamos clima estabilidad institucional económica social pocos países pueden exhibir región momentos apuesta segura disfrutar invertir generar oportunidades futuro estoescambio
87|luisabinader|2022-10-13 00:43:57+00:00|658|Twitter for iPhone|Nuestro país es hoy líder en crecimiento económico en la región; tenemos los niveles de inversión extranjera más altos de nuestra historia, mes tras mes rompemos los récords de visitantes. Estamos de moda y hemos vuelto para conquistar el mundo desde nuestras costas y puertos.|rendered|país hoy líder crecimiento económico región niveles inversión extranjera altos historia mes tras mes rompemos récords visitantes moda vuelto conquistar mundo costas puertos
88|luisabinader|2022-10-13 00:43:56+00:00|877|Twitter for iPhone|Damos la más calurosa bienvenida a todos los participantes de la 28.ª edición de la conferencia de Florida Caribbean Cruise Association, a todos los que elijan nuestro país como destino turístico, y así también a las inversiones extranjeras que nos ayudan a transformar este país. https://t.co/BvNnB1rFZo|rendered|damos calurosa bienvenida participantes 28 ª edición conferencia florida caribbean cruise association elijan país destino turístico así inversiones extranjeras ayudan transformar país
89|luisabinader|2022-10-10 01:00:41+00:00|2824|Twitter for iPhone|Apoyamos firmemente el llamado urgente de @antonioguterres de la @ONU_es al despliegue de una fuerza internacional especializada para asistir a la policía haitiana en revertir la crisis humanitaria y de seguridad que sufre ese país. Hay que actuar ya. Haití no puede esperar más.|rendered|apoyamos firmemente llamado urgente despliegue fuerza internacional especializada asistir policía haitiana revertir crisis humanitaria seguridad sufre país actuar haití puede esperar
90|luisabinader|2022-10-09 19:47:21+00:00|2546|Twitter for iPhone|Para la defensa de nuestro país hoy anunciamos la compra de 6 helicópteros, 10 aeronaves de reconocimiento y vigilancia, 21 vehículos blindados con armas automáticas y 4 camiones antimotines. La mayor adquisición de este tipo por parte del Gobierno desde 1961. #FronteraSegura https://t.co/gFGAjCQfjP|rendered|defensa país hoy anunciamos compra 6 helicópteros 10 aeronaves reconocimiento vigilancia 21 vehículos blindados armas automáticas 4 camiones antimotines mayor adquisición tipo parte gobierno 1961 fronterasegura
91|luisabinader|2022-10-09 16:05:14+00:00|716|Twitter Media Studio|Rueda de prensa desde Dajabón. https://t.co/KK9OqHG8nS|rendered|rueda prensa dajabón
92|luisabinader|2022-10-07 02:33:24+00:00|1902|Twitter for iPhone|Lamentamos mucho las pérdidas humanas causadas por el trágico accidente de un autobús esta mañana en el Boulevard Turístico del Este, en Bávaro. Deseamos pronta recuperación a los heridos.|rendered|lamentamos pérdidas humanas causadas trágico accidente autobús mañana boulevard turístico bávaro deseamos pronta recuperación heridos
93|luisabinader|2022-10-06 19:31:42+00:00|1183|Twitter for iPhone|Apreciados productores, ustedes no están solos, cuentan con su gobierno para seguir adelante. #ApoyoPalCampo #EstoEsCambio https://t.co/YL4ouWLoO8|rendered|apreciados productores ustedes solos cuentan gobierno seguir adelante apoyopalcampo estoescambio
94|luisabinader|2022-10-05 01:44:31+00:00|198|Twitter for iPhone|"El cambio, sin dudas, es esto: uno que comienza desde dentro y se tiene que sentir fuera.  

#BurocraciaCero #EstoEsCambio https://t.co/5qjKnIZzCy"|rendered|cambio dudas comienza dentro sentir burocraciacero estoescambio
95|luisabinader|2022-10-05 01:44:28+00:00|279|Twitter for iPhone|Además, estaremos enviando en los próximos días a consulta pública un reglamento para disminuir a cero el tiempo de los procesos de registro sanitario para los productos avalados por la FDA de los Estados Unidos y la EMA de Europa.|rendered|además enviando próximos días consulta pública reglamento disminuir cero tiempo procesos registro sanitario productos avalados fda unidos ema europa
96|luisabinader|2022-10-05 01:44:28+00:00|180|Twitter for iPhone|Para los trámites que no están aún incluidos en el Portal Único de Servicios, y que solo se realizan en la capital de manera presencial, en las próximas semanas pondremos en marcha “Viaje Cero”, en Santiago, como centro de acopio para la región Norte.#BurocraciaCero #EstoEsCambio|rendered|trámites aún incluidos portal único servicios solo realizan capital manera presencial próximas semanas pondremos marcha viaje cero santiago centro acopio región norte burocraciacero estoescambio
97|luisabinader|2022-10-05 01:44:27+00:00|109|Twitter for iPhone|"Como parte de los logros de este programa, se disminuyeron los tiempos de respuesta de los trámites intervenidos en más de un 40 %, gracias a la simplificación y automatización de estos, así como a la reducción de requisitos.  

#BurocraciaCero #EstoEsCambio"|rendered|parte logros programa disminuyeron tiempos respuesta trámites intervenidos 40 gracias simplificación automatización así reducción requisitos burocraciacero estoescambio
98|luisabinader|2022-10-05 01:44:26+00:00|120|Twitter for iPhone|"A la fecha, estamos poniendo a disposición 305 trámites transaccionales e interactivos y 1,228 trámites informativos a través del Portal Único del Estado, junto a las ventanillas únicas de salud, formalización de empresas, construcción e inversión.
#BurocraciaCero #EstoEsCambio https://t.co/JNzI4xX4Om"|rendered|fecha poniendo disposición 305 trámites transaccionales interactivos 1 228 trámites informativos través portal único junto ventanillas únicas salud formalización empresas construcción inversión burocraciacero estoescambio
99|luisabinader|2022-10-05 01:44:21+00:00|136|Twitter for iPhone|"A partir de ahora, estamos frente al inicio de un proceso de transformación y eficiencia de nuestras instituciones; un cambio de la cultura estatal para elevar la eficiencia de la Administración Pública.
#BurocraciaCero #EstoEsCambio https://t.co/TwNlddM9ci"|rendered|partir ahora frente inicio proceso transformación eficiencia instituciones cambio cultura estatal elevar eficiencia administración pública burocraciacero estoescambio
100|luisabinader|2022-10-05 01:44:15+00:00|925|Twitter for iPhone|"Con el Programa Gobierno Eficiente, #BurocraciaCero, materializamos una promesa que les hice de atacar la burocracia para superar las numerosas trabas que afectan el desarrollo de los ciudadanos, así como la productividad de las empresas en el país.
#EstoEsCambio https://t.co/DCKhO76oJB"|rendered|programa gobierno eficiente burocraciacero materializamos promesa hice atacar burocracia superar numerosas trabas afectan desarrollo ciudadanos así productividad empresas país estoescambio
101|luisabinader|2022-10-04 23:00:02+00:00|653|Twitter Media Studio|Presentación del “Programa Gobierno Eficiente, #BurocraciaCero. https://t.co/55uGe5TdBg|rendered|presentación programa gobierno eficiente burocraciacero
