|User|Date Created|Number of Likes|Source of Tweet|Tweet|extract|text_clean
283|PatriotasDomi|2022-10-22 00:03:23+00:00|3|Twitter for iPad|No olvidemos esta cara, @UnionEuropeaRD dona dinero para promover la Cultura🇭🇹, @MilagrosGermanO es tan traidora como el gobierno, se dedica a invitar la 🇭🇹 Ana Belique para tergiversar la historia y envenené nuestros hijos, la invitó al Diálogo Tambores🇭🇹 y a la Feria Libro🌈 https://t.co/2GU2LUJTlW|rendered|olvidemos cara dona dinero promover cultura tan traidora gobierno dedica invitar ana belique tergiversar historia envenené hijos invitó diálogo tambores feria libro
284|PatriotasDomi|2022-10-21 21:24:51+00:00|34|Twitter for iPad|"Maribel Núñez y 18 grupejos incluyendo 🇭🇹 Ana Belique tienen que explicar quién le dió la autoridad de cambiarle el nombre al Parque Colón ""Patrimonio Humanidad de la Unesco""  Están utilizando a Anacaona como chantaje, diciendo ella era descendientes 🇭🇹, tergiversando la historia https://t.co/X2DC7h3Pip"|rendered|maribel núñez 18 grupejos incluyendo ana belique explicar quién dió autoridad cambiarle nombre parque colón patrimonio humanidad unesco utilizando anacaona chantaje diciendo descendientes tergiversando historia
285|PatriotasDomi|2022-10-21 21:15:53+00:00|4|Twitter for iPad|Están utilizando a Anacaona como chantaje, porque según este grupejo Anacaona era descendientes 🇭🇹, terjiersando la historia y metiendo los 🇭🇹 junto a los indígenas https://t.co/1PW8BtF2Kg|rendered|utilizando anacaona chantaje según grupejo anacaona descendientes terjiersando historia metiendo junto indígenas
286|PatriotasDomi|2022-10-21 21:11:02+00:00|1|Twitter for iPad|Su actividad no contaba con permiso de interior y policia y era una profanacion, un ritual vudu haitiano https://t.co/wiCpnoFLW6|rendered|actividad contaba permiso interior policia profanacion ritual vudu haitiano
287|PatriotasDomi|2022-10-21 21:07:59+00:00|1|Twitter for iPad|Basura https://t.co/e0j4wRGHKT|rendered|basura
288|PatriotasDomi|2022-10-21 02:55:13+00:00|3|Twitter for iPad|@juntacentral @patricialorenzp @Suedileon @RomnJquez @samirchamiisa La cédula de @JohnnyV09134629 y su hijo las tienen dos 🇭🇹 ilegales, entienden? Esto es la @juntacentral con este putrefactos gobierno, plan Fusión, cerrar el Muro con medio 🇭🇹 aquí, legalizando 🇭🇹 antes que el pueblo reaccione, no podremos sacarlos porque dirán “yo soy Dominique” https://t.co/fo1ygKJzUz|rendered|cédula hijo dos ilegales entienden putrefactos gobierno plan fusión cerrar muro medio aquí legalizando pueblo reaccione podremos sacarlos dirán dominique
289|PatriotasDomi|2022-10-21 02:02:22+00:00|6|Twitter for iPad|@luisabinader La cédula de @JohnnyV09134629 y su hijo las tienen dos 🇭🇹 ilegales, entienden? Esto es la @juntacentral con este putrefactos gobierno, plan Fusión, cerrar el Muro con medio 🇭🇹 aquí, legalizando 🇭🇹 antes que el pueblo reaccione, no podremos sacarlos porque dirán “yo soy Dominique” https://t.co/KuvDbxXL2S|rendered|cédula hijo dos ilegales entienden putrefactos gobierno plan fusión cerrar muro medio aquí legalizando pueblo reaccione podremos sacarlos dirán dominique
290|PatriotasDomi|2022-10-21 01:52:40+00:00|2|Twitter for iPad|Eso está pasando por todo el país, este gobierno no tiene control de nada, delincuentes vestido con uniforme de militares, y el ministraso de los policías se despacha diciendo que el no tiene que ver con lo que está pasando, Esto va parar cuando lleguen a los Turistas 👌🏻 https://t.co/x3MVA8NpNI|rendered|pasando país gobierno control delincuentes vestido uniforme militares ministraso policías despacha diciendo ver pasando va parar lleguen turistas
291|PatriotasDomi|2022-10-21 01:16:10+00:00|1|Twitter for iPad|Por eso es que los políticos se burlan de este país, un campesino muerto de hambre poso a vivir en una villa con el dinero de los ignorante🤷🏻‍♂️ mismo proceder del tal Casa Blanca, la ignorancia esta acabando con este país mientras el gobierno le entrega la educación a los 🇭🇹 https://t.co/UEZ4sAuGJ6|rendered|políticos burlan país campesino muerto hambre poso vivir villa dinero ignorante mismo proceder tal casa blanca ignorancia acabando país mientras gobierno entrega educación
292|PatriotasDomi|2022-10-21 01:16:02+00:00|0|Twitter for iPad|@SIN24Horas @ColorVisionC9 Por eso es que los políticos se burlan de este país, un campesino muerto de hambre poso a vivir en una villa con el dinero de los ignorante🤷🏻‍♂️ mismo proceder del tal Casa Blanca, la ignorancia esta acabando con este país mientras el gobierno le entrega la educación a los 🇭🇹|rendered|políticos burlan país campesino muerto hambre poso vivir villa dinero ignorante mismo proceder tal casa blanca ignorancia acabando país mientras gobierno entrega educación
293|PatriotasDomi|2022-10-20 21:46:28+00:00|26|Twitter for iPad|La cédula de @JohnnyV09134629 y su hijo las tienen dos 🇭🇹 ilegales, entienden? Esto es la @juntacentral con este putrefactos gobierno, plan Fusión, cerrar el Muro con medio 🇭🇹 aquí, legalizando 🇭🇹 antes que el pueblo reaccione, no podremos sacarlos porque dirán “yo soy Dominique” https://t.co/BH1t0ideyk|rendered|cédula hijo dos ilegales entienden putrefactos gobierno plan fusión cerrar muro medio aquí legalizando pueblo reaccione podremos sacarlos dirán dominique
